Address3,County (name),EstablishmentName,Gender (name),LA (name),Locality,Postcode,StatutoryHighAge,StatutoryLowAge,Street,Town,TypeOfEstablishment (name),Easting,Northing,lat,lng
,,Gainsborough Primary School,Mixed,Hackney,,E9 5ND,11,3,Berkshire Road,London,Community School,536980,184834,51.5457825620971,-0.025956444739583855
,,Lauriston School,Mixed,Hackney,,E9 7JS,11,3,Rutland Road,London,Community School,535636,183779,51.53662652921238,-0.0457326187203902
,,London Fields Primary School,Mixed,Hackney,,E8 3RL,11,3,Westgate Street,London,Community School,534642,183828,51.53730461814818,-0.06003685891834606
,,Millfields Community School,Mixed,Hackney,Hackney,E5 0SH,11,3,Hilsea Street,London,Community School,535218,185910,51.555876293121486,-0.050937528883639345
,,Morningside Primary School,Mixed,Hackney,Hackney,E9 6LL,11,3,Chatham Place,London,Community School,535292,184869,51.546503958616135,-0.05027081270972113
,,Northwold Primary School,Mixed,Hackney,Clapton,E5 8RN,11,3,Northwold Road,London,Community School,534289,186613,51.562415349801626,-0.0640613016218896
,,Orchard Primary School,Mixed,Hackney,Hackney,E9 7BB,11,3,Holcroft Road,London,Community School,535394,184242,51.54084518091393,-0.04904175602903545
Hackney,,Queensbridge Primary School,Mixed,Hackney,Dalston,E8 4ET,11,3,Albion Drive,London,Community School,533825,184027,51.53928701277302,-0.07173403082936063
,,Randal Cremer Primary School,Mixed,Hackney,Shoreditch,E2 8JG,11,3,Ormsby Street,London,Community School,533638,183358,51.533319428371875,-0.07468249124903985
,,Princess May Primary School,Mixed,Hackney,,N16 8DF,11,3,Princess May Road,London,Community School,533380,185516,51.55277289842964,-0.0775827476275184
,,Sebright School,Mixed,Hackney,Goldsmiths Row,E2 8QH,11,3,Audrey Street,London,Community School,534243,183445,51.53395782228477,-0.06593223171635443
,,Shacklewell Primary School,Mixed,Hackney,Hackney,E8 2EA,11,3,Shacklewell Row,London,Community School,533714,185576,51.55323308042249,-0.07274546142158543
,,Southwold Primary School,Mixed,Hackney,Clapton,E5 9NL,11,3,Detmold Road,Hackney,Community School,535010,186746,51.56343851764222,-0.05361520815505624
,,Thomas Fairchild Community School,Mixed,Hackney,Hoxton,N1 7HX,11,3,Forston Street,London,Community School,532494,183307,51.5331305323986,-0.09118514356871624
,,Tyssen Community Primary School,Mixed,Hackney,,N16 6QA,11,3,Oldhill Street,London,Community School,534111,187372,51.56927822454793,-0.06633828270888949
,,Whitmore Primary School,Mixed,Hackney,,N1 5JN,11,3,Bridport Place,London,Community School,532859,183527,51.535021833651435,-0.08584307988167499
,,Woodberry Down Community Primary School,Mixed,Hackney,Finsbury Park,N4 1SY,11,3,Woodberry Grove,London,Community School,532393,187810,51.57361992355949,-0.09094692243725253
,,Kingsmead Primary School,Mixed,Hackney,,E9 5PP,11,3,Kingsmead Way,London,Community School,536310,185685,51.5535918328411,-0.03528310838981754
,,Sir Thomas Abney School,Mixed,Hackney,Stoke Newington,N16 5ED,11,3,Fairholt Road,London,Community School,533018,187474,51.57045352523254,-0.08206068244199154
,,Grasmere Primary School,Mixed,Hackney,,N16 9PD,11,3,92 Albion Road,London,Community School,532960,185754,51.55501070437913,-0.08354704261496305
,,Jubilee Primary School,Mixed,Hackney,,N16 6NR,11,3,Filey Avenue,London,Community School,534149,187016,51.5660700938365,-0.06592610314214548
,,Nightingale Primary School,Mixed,Hackney,Hackney,E5 8PH,11,3,Rendlesham Road,London,Community School,534277,185987,51.556792820513536,-0.0644731773930691
,,Baden-Powell School,Mixed,Hackney,,E5 8DN,11,3,Ferron Road,London,Community School,534738,186059,51.557329994431065,-0.05779992679348804
Upper Clapton,,Harrington Hill Primary School,Mixed,Hackney,Mount Pleasant Lane,E5 9EY,11,3,Harrington Hill,London,Community School,534968,187170,51.567258699849106,-0.05405808488819784
,,Holmleigh Primary School,Mixed,Hackney,,N16 5PU,11,3,Dunsmure Road,London,Community School,533510,187449,51.570112677359006,-0.07497539826870803
,,Grazebrook Primary School,Mixed,Hackney,Stoke Newington,N16 0QP,11,3,Lordship Road,London,Community School,532963,186776,51.56419403394629,-0.08311764774800873
,,Parkwood Primary School,Mixed,Hackney,,N4 2HQ,11,3,Queen's Drive,London,Community School,531839,186844,51.56506877759291,-0.0992985148208286
,,Benthal Primary School,Mixed,Hackney,,N16 7AU,11,3,Benthal Road,London,Community School,534224,186153,51.55829714015675,-0.06517390940537332
,,Mandeville Primary School,Mixed,Hackney,Hackney,E5 0BT,11,3,Oswald Street,London,Community School,536002,186066,51.55708981348069,-0.0395756001213282
,,Holy Trinity Church of England Primary School,Mixed,Hackney,,E8 3DY,11,3,Beechwood Road,London,Voluntary Aided School,533644,184605,51.5445239520411,-0.0741230287839314
,,Our Lady and St Joseph Roman Catholic Primary School,Mixed,Hackney,,N1 4DG,11,3,Buckingham Road,London,Voluntary Aided School,533335,184592,51.54448015959581,-0.07858128533921274
,,St John the Baptist Voluntary Aided Church of England Primary School,Mixed,Hackney,,N1 6JG,11,3,Crondall Street,London,Voluntary Aided School,532997,183073,51.53090954966485,-0.08402593606436241
,,St Matthias Church of England Primary School,Mixed,Hackney,,N16 8DD,11,3,Wordsworth Road,London,Voluntary Aided School,533258,185524,51.55287359444682,-0.07933831347828109
,,St Monica's Roman Catholic Primary School,Mixed,Hackney,,N1 6NT,11,3,Hoxton Square,London,Voluntary Aided School,533177,182792,51.52834198605049,-0.08153868666565052
,,St Paul's with St Michael's Primary School,Mixed,Hackney,Hackney,E8 4PB,11,3,57a Brougham Road,London,Voluntary Aided School,534264,183839,51.537493426767554,-0.06547953220548701
,,St John of Jerusalem Church of England Primary School,Mixed,Hackney,,E9 7JF,11,3,Kingshold Road,London,Voluntary Aided School,535320,184155,51.5400811141694,-0.05014156490469195
,,"St Mary's Church of England Primary School, Stoke Newington",Mixed,Hackney,Stoke Newington,N16 0PP,11,3,Lordship Road,London,Voluntary Aided School,533102,186565,51.56226515847901,-0.0811933222802328
Clapton,,St Scholastica's Catholic Primary School,Mixed,Hackney,,E5 8BS,11,3,Kenninghall Road,London,Voluntary Aided School,534408,186210,51.55876557736267,-0.06249953773684386
,,Simon Marks Jewish Primary School,Mixed,Hackney,,N16 6PD,11,3,75 Cazenove Road,London,Voluntary Aided School,533974,186970,51.56569829555165,-0.0684669150444499
,,Haggerston School,Mixed,Hackney,Hackney,E2 8LS,19,11,Weymouth Terrace,London,Community School,533829,183266,51.532447481235586,-0.07196540025775464
Hackney,,Stoke Newington School and Sixth Form,Mixed,Hackney,,N16 9EX,19,11,Clissold Road,London,Community School,532927,186221,51.559215097199164,-0.08384637624657208
,,Our Lady's Convent Roman Catholic High School,Girls,Hackney,Stamford Hill,N16 5AF,18,11,6-16 Amhurst Park,London,Voluntary Aided School,533481,187911,51.57427119694191,-0.07521821466692646
,,The Urswick School - A Church of England Secondary School,Mixed,Hackney,Hackney,E9 6NR,19,11,Paragon Road,London,Voluntary Aided School,535046,184634,51.54445107731927,-0.053906398768025415
,,Cardinal Pole Roman Catholic School,Mixed,Hackney,Homerton,E9 5RB,19,11,Kenworthy Road,London,Voluntary Aided School,536208,185052,51.54792824468542,-0.036998283421038475
,,Yesodey Hatorah School,Mixed,Hackney,,N16 5AE,16,5,2-4 Amhurst Park,London,Other Independent School,533530,187905,51.57420568489266,-0.0745138413685579
,,Talmud Torah Yetev Lev,Boys,Hackney,,N16 6AX,12,2,111-115 Cazenove Road,London,Other Independent School,534258,187015,51.566035188561195,-0.06435483689550811
,,Bnois Jerusalem Girls School,Girls,Hackney,,N16 5DL,16,3,77-81 Amhurst Park,London,Other Independent School,532994,187930,51.574556940186724,-0.08223430833395896
,,Beis Rochel d'Satmar Girls' School,Mixed,Hackney,,N16 5DL,19,2,51-57 Amhurst Park,London,Other Independent School,533153,187929,51.57451045254061,-0.07994165159837525
,,Talmud Torah Machzikei Hadass School,Boys,Hackney,Clapton Common,E5 9AL,11,3,98 Clapton Common,London,Other Independent School,534172,187722,51.57240890310004,-0.06532514188627057
,,Beis Malka Girls' School,Girls,Hackney,,N16 6XD,16,3,93 Alkham Road,London,Other Independent School,533811,187086,51.56677937110902,-0.07077304061755416
,,Talmud Torah Chaim Meirim Wiznitz School,Boys,Hackney,,N16 6XB,13,2,26 Lampard Grove,London,Other Independent School,533841,187130,51.56716765262176,-0.07032372702368549
,,Talmud Torah Bobov Primary School,Boys,Hackney,,N16 6UE,13,2,87 Egerton Road,London,Other Independent School,533958,187920,51.57423902390913,-0.06833576588960102
,,T T T Y Y School,Boys,Hackney,,N16 5NH,13,2,14 Heathland Road,London,Other Independent School,533064,187207,51.56804333471327,-0.0814983629433793
,,Tayyibah Girls' School,Girls,Hackney,Stamford Hill,N16 6JJ,18,4,88 Filey Avenue,London,Other Independent School,534460,187173,51.5674069206731,-0.06138185314409367
,,Paragon Christian Academy,Mixed,Hackney,Hackney,E5 0JP,18,4,233-241 Glyn Road,London,Other Independent School,535773,185881,51.555482499772374,-0.04294817256168826
,,River House Montessori School,Mixed,Tower Hamlets,3 Millharbour,E14 9XP,14,3,Unit C Great Eastern Enterprise Centre,London,Other Independent School,537643,179702,51.4995050067578,-0.01840436376667538
,,Stormont House School,Mixed,Hackney,,E5 8NP,16,11,Downs Park Road,London,Community Special School,534568,185541,51.55271567835771,-0.06044867472088774
,,Downsview School,Mixed,Hackney,Downs Road,E5 8QP,11,4,Tiger Way,London,Community Special School,534610,185902,51.55594969281003,-0.0597052173173349
,,Horizon School,Mixed,Hackney,,N16 8BZ,16,5,Wordsworth Road,London,Community Special School,533294,185654,51.55403331911726,-0.07877015940196083
,,Ickburgh School,Mixed,Hackney,Clapton,E5 8AD,19,2,Ickburgh Road,London,Community Special School,534648,186397,51.560388805691126,-0.05896804205516616
,,Randolph Beresford Early Years Centre,Mixed,Hammersmith and Fulham,White City,W12 7PH,5,3,Australia Road,London,LA Nursery School,522759,180583,51.51084843839001,-0.23241010076128396
,,Vanessa Nursery School,Mixed,Hammersmith and Fulham,,W12 9JA,5,3,14 Cathnor Road,London,LA Nursery School,522645,179588,51.50193092894219,-0.23439770438506685
,,James Lee Nursery School,Mixed,Hammersmith and Fulham,,W14 9BH,5,3,Gliddon Road,London,LA Nursery School,524114,178545,51.492236998964906,-0.213610932096523
,,Bayonne Nursery School,Mixed,Hammersmith and Fulham,,W6 8PF,5,3,50 Paynes Walk,London,LA Nursery School,524079,177674,51.484416900576726,-0.21442065032341284
,,The Bridge Academy,Mixed,Hammersmith and Fulham,,SW6 6HB,16,11,Finlay Street,London,Pupil Referral Unit,523727,176629,51.475102378372526,-0.21985314454192686
,,Addison Primary School,Mixed,Hammersmith and Fulham,Blythe Road,W14 0DT,11,3,Addison Gardens,London,Community School,523706,179379,51.49982159840339,-0.21919271040139846
,,Avonmore Primary School,Mixed,Hammersmith and Fulham,,W14 8SH,11,3,Avonmore Road,London,Community School,524403,178848,51.49489662488073,-0.20934359069786773
,,Brackenbury Primary School,Mixed,Hammersmith and Fulham,Hammersmith,W6 0BA,11,3,Dalling Road,London,Community School,522760,179365,51.49990184328731,-0.2328192400265753
,,Canberra Primary School,Mixed,Hammersmith and Fulham,,W12 7PT,11,3,Australia Road,London,Foundation School,522938,180698,51.51184307618736,-0.22979195648281128
,,Miles Coverdale Primary School,Mixed,Hammersmith and Fulham,Shepherds Bush,W12 8JJ,11,3,Coverdale Road,London,Community School,523026,179840,51.504112962702656,-0.2288235413437987
,,Flora Gardens Primary School,Mixed,Hammersmith and Fulham,,W6 0UD,11,3,Dalling Road,London,Community School,522590,178797,51.49483397684115,-0.23546426723915323
,,Fulham Primary School,Mixed,Hammersmith and Fulham,,SW6 1JU,11,3,Halford Road,London,Community School,525224,177604,51.48353566247484,-0.19796415824335076
,,New King's Primary School,Mixed,Hammersmith and Fulham,Fulham,SW6 4LY,11,3,New King's Road,London,Community School,524737,176318,51.47208579905273,-0.20542765401249233
,,Kenmont Primary School,Mixed,Hammersmith and Fulham,,NW10 6AL,11,3,Valliere Road,London,Community School,522501,182898,51.53170967075551,-0.23532196014523674
,,Langford Primary School,Mixed,Hammersmith and Fulham,Fulham,SW6 2LG,11,3,Gilstead Road,London,Community School,525887,176415,51.47270306162268,-0.18884441276321992
,,Lena Gardens Primary School,Mixed,Hammersmith and Fulham,,W6 7PZ,11,3,Lena Gardens,London,Community School,523316,179271,51.4989361312494,-0.22484609959787855
,,Melcombe Primary School,Mixed,Hammersmith and Fulham,,W6 9ER,11,3,Fulham Palace Road,London,Community School,523607,177859,51.48618279051252,-0.22115005398097512
,,Old Oak Primary School,Mixed,Hammersmith and Fulham,East Acton,W12 0AS,11,3,Mellitus Street,London,Community School,521948,181361,51.51801595738927,-0.2438218716173308
,,Queen's Manor School and Special Needs Unit,Mixed,Hammersmith and Fulham,,SW6 6ND,11,3,Lysia Street,London,Community School,523582,177153,51.479843317937984,-0.2217567533730225
,,Sir John Lillie Primary School,Mixed,Hammersmith and Fulham,,SW6 7LN,11,3,Lillie Road,London,Community School,524416,177532,51.48306676122553,-0.20961978240764165
,,Sulivan Primary School,Mixed,Hammersmith and Fulham,,SW6 3BN,11,3,Peterborough Road,London,Community School,525155,176169,51.47065449947354,-0.19946524760527393
,,Wendell Park Primary School,Mixed,Hammersmith and Fulham,,W12 9LB,11,3,Cobbold Road,London,Community School,521631,179719,51.503327190115556,-0.24895418653111792
,,Wormholt Park Primary School,Mixed,Hammersmith and Fulham,,W12 0SR,11,3,Bryony Road,London,Community School,522318,180664,51.51167195900842,-0.23873364043799644
,,Greenside Primary School,Mixed,Hammersmith and Fulham,Hammersmith,W12 9PT,11,3,Westville Road,London,Community School,522430,179776,51.50366709477857,-0.23742850213125993
,,All Saints CofE Primary School,Mixed,Hammersmith and Fulham,Fulham,SW6 6ED,11,3,Bishops Avenue,London,Voluntary Aided School,524167,176390,51.47285813961778,-0.2136048750577737
,,Holy Cross RC School,Mixed,Hammersmith and Fulham,,SW6 4BL,11,3,Basuto Road,London,Voluntary Aided School,525175,176754,51.47590750903216,-0.19897040518936046
,,John Betts Primary School,Mixed,Hammersmith and Fulham,,W6 0UA,11,5,Paddenswick Road,London,Voluntary Aided School,522568,179018,51.496824914828366,-0.2357043293841027
,,St Augustine's RC Primary School,Mixed,Hammersmith and Fulham,,W6 8QE,11,5,Disbrowe Road,London,Voluntary Aided School,524414,177667,51.484280458688644,-0.20960105221944195
,,St Johns Walham Green Church of England Primary School,Mixed,Hammersmith and Fulham,Fulham,SW6 6AS,11,3,Filmer Road,London,Voluntary Aided School,524468,176864,51.47705194841037,-0.2091064838783519
,,St Mary's Catholic Primary School,Mixed,Hammersmith and Fulham,,W14 0LT,11,3,Masbro Road,London,Voluntary Aided School,523932,179282,51.498900386305635,-0.21597255124867576
,,St Paul's CofE Primary School,Mixed,Hammersmith and Fulham,,W6 9BP,11,3,Worlidge Street,London,Voluntary Aided School,523176,178344,51.49063552898607,-0.22718519430000755
,,St Peter's Primary School,Mixed,Hammersmith and Fulham,Hammersmith,W6 9BA,11,3,St Peter's Road,London,Voluntary Aided School,522274,178492,51.49216124590589,-0.24011951344194016
,,St Stephen's CofE Primary School,Mixed,Hammersmith and Fulham,,W12 8LH,11,4,Uxbridge Road,London,Voluntary Aided School,523106,180001,51.505542488775504,-0.227615355369677
,,Good Shepherd RC Primary School,Mixed,Hammersmith and Fulham,,W12 9BY,11,3,35 Gayford Road,London,Voluntary Aided School,521890,179649,51.50264233372319,-0.24524863609180456
,,Pope John RC School,Mixed,Hammersmith and Fulham,,W12 7QR,11,3,Commonwealth Avenue,London,Voluntary Aided School,522736,180735,51.51221947972485,-0.23268849898015392
,,St Thomas of Canterbury Catholic Primary School,Mixed,Hammersmith and Fulham,Fulham,SW6 7HB,11,4,Estcourt Road,London,Voluntary Aided School,524581,177345,51.48134988695447,-0.20731071437480011
,,Phoenix High School,Mixed,Hammersmith and Fulham,,W12 0RQ,18,11,The Curve,London,Foundation School,522377,180823,51.513088157212884,-0.23782872282035025
,,Hurlingham and Chelsea Secondary School,Mixed,Hammersmith and Fulham,Fulham,SW6 3ED,16,11,Peterborough Road,London,Community School,525368,175859,51.46782140065147,-0.19651008555192154
,,St Paul's Girls' School,Girls,Hammersmith and Fulham,,W6 7BS,19,10,Brook Green,London,Other Independent School,523743,178859,51.49514020481871,-0.2188421309816328
Oldfield Road,Middlesex,Corona Theatre School,Mixed,Richmond upon Thames,Kingsway Business Park,TW12 2HD,19,7,The Gatehouse,Hampton,Other Independent School,512858,169744,51.41549111289017,-0.37847663284510064
,,Bute House Preparatory School,Girls,Hammersmith and Fulham,Hammersmith,W6 7EA,11,4,Luxemburg Gardens,London,Other Independent School,523536,178930,51.49582352311964,-0.22179761868228082
,,The Godolphin and Latymer School,Girls,Hammersmith and Fulham,Hammersmith,W6 0PG,18,11,Iffley Road,London,Other Independent School,522972,178861,51.49532626633758,-0.22994208240424394
,,Latymer Upper School,Mixed,Hammersmith and Fulham,Hammersmith,W6 9LR,19,7,237 King Street,London,Other Independent School,522457,178593,51.49302938403842,-0.23744987788545535
,,Ecole Francaise Jacques Prevert,Mixed,Hammersmith and Fulham,,W6 7BE,11,3,59 Brook Green,London,Other Independent School,523811,178942,51.495871260368844,-0.21783399794594294
,,Al-Muntada Islamic School,Mixed,Hammersmith and Fulham,Off Parsons Green Lane,SW6 4HW,16,4,7 Bridges Place,London,Other Independent School,524991,176794,51.47630763942729,-0.20160429576166025
